GDP_per_capita,country,date,agricultural_land%,forest_land%,land_area,avg_precipitation,trade_in_services%,control_of_corruption_estimate,control_of_corruption_std,access_to_electricity%,renewvable_energy_consumption%,electric_power_consumption,CO2_emisions,other_greenhouse_emisions,population_density,inflation_annual%,real_interest_rate,risk_premium_on_lending,research_and_development_expenditure%,central_goverment_debt%,tax_revenue%,expense%,goverment_effectiveness_estimate,goverment_effectiveness_std,human_capital_index,doing_business,time_to_get_operation_license,statistical_performance_indicators,individuals_using_internet%,logistic_performance_index,military_expenditure%,GDP_current_US,political_stability_estimate,political_stability_std,rule_of_law_estimate,rule_of_law_std,regulatory_quality_estimate,regulatory_quality_std,government_expenditure_on_education%,government_health_expenditure%,multidimensional_poverty_headcount_ratio%,gini_index,birth_rate,death_rate,life_expectancy_at_birth,population,rural_population,voice_and_accountability_estimate,voice_and_accountability_std,intentional_homicides
57610.098180114,Denmark,01-01-2017,65.7825,15.64,40000,703,40.746662032,2.190132141,0.125844866,100,35.02,,33184,47663.42765,144.1245,1.147132170,,,2.931240082,,33.399879584,37.022152673,1.746446013,0.208749488,0.774,,,79.117916667,97.09936216,,1.138233254,332121063806.391,0.854936242,0.209813088,1.803556561,0.158714339,1.611778617,0.220789850,7.115859985,8.47816181,17.2,28.7,10.6,9.2,81.102439024,5764980,705807,1.517768860,0.121724494,1.237519248
61591.928869896,Denmark,01-01-2018,65.8125,15.664,40000,703,43.685836790,2.156479120,0.135948211,100,34.56,,33133.3,47108.3564,144.8409,0.813609467,,,2.966029882,,32.235244401,36.802246483,1.810584188,0.209096208,0.770831823,,,86.764583333,97.31920437,3.99,1.277539272,356841216410.068,0.931788921,0.208318025,1.773296595,0.152301222,1.628394127,0.222046480,7.000150204,8.45675373,17.4,28.2,10.6,9.5,80.953658537,5793636,702536,1.573501945,0.123570561,1.005776975
59592.980688645,Denmark,01-01-2019,65.649125,15.6875,40000,703,46.177682946,2.121617317,0.144624561,100,37.29,,29696.5,43569.79676,145.36055,0.758131573,,,2.896850109,,34.834042960,35.953190751,1.873381019,0.216184705,,4,,86.542083333,98.04643475,,1.295092381,346498737961.635,0.967484951,0.223971575,1.833646059,0.155165970,1.547632575,0.220609844,6.909699917,8.4725647,16.5,27.7,10.5,9.3,81.451219512,5814422,698080,1.543128371,0.123080052,1.138740325
60836.592412164,Denmark,01-01-2020,65.499675,15.711,40000,703,41.767422342,2.236468792,0.149796650,100,39.7,,27356.5,41135.55451,145.7851,0.420711974,,,2.968729973,,34.452234114,39.746532455,1.840414047,0.231866837,0.755094826,,119.9,87.119166667,96.54914573,,1.375348945,354762748338.661,0.920160234,0.226481333,1.808279395,0.150381744,1.785724521,0.233886927,7.389110088,8.93393898,15.9,27.5,10.4,9.4,81.602439024,5831404,693004,1.514662504,0.111107700,0.944102117
5509.568034178,Dominican Republic,01-01-2010,49.617056510,42.912854481,48310,1410,14.931251467,-0.883080900,0.171188563,98.145414,16.91,1383.320265289,20680.8,32784.70389,202.354688470,6.329932201,6.347720679,,,,12.207401126,14.208767040,-0.687138081,0.212392136,,,138.4,,31.4,2.82,0.667531705,53860187257.9593,-0.044954035,0.243547097,-0.855494201,0.153985783,-0.116028167,0.191954479,,2.51638484,35.4,47.3,22.038,5.821,72.093,9775755,2565842,0.073861897,0.129464313,25.307508218
5859.381524313,Dominican Republic,01-01-2011,49.617056510,43.039246533,48310,1410,15.029698479,-0.844827235,0.159954771,97.898872,16.75,1415.021420702,20913.9,33166.71838,205.003870834,5.796768092,6.930587162,,,,12.297625513,14.015914286,-0.630819678,0.211688206,,,,,38,,0.602928060,58029773599.455,-0.000481850,0.240677565,-0.808169067,0.144528687,-0.173335299,0.184306577,,2.72521138,34.3,47.7,21.792,5.84,72.221,9903737,2493068,0.090433285,0.126666293,25.374260241
6049.471587098,Dominican Republic,01-01-2012,48.685572345,43.165638584,48310,1410,14.960893627,-0.897264659,0.148894459,97.86705,16.48,1484.415827043,21681.5,33969.17568,207.635727593,3.694497079,9.880588134,,,,13.026482967,15.834920984,-0.538394749,0.209364980,,,,,42.32,2.7,0.653151462,60681535652.5373,0.252366811,0.221984327,-0.716865838,0.151890144,-0.061866112,0.200557947,,2.76371336,34.9,46.1,21.454,5.802,72.514,10030882,2427273,0.124592200,0.121617734,22.610174130
6171.295126709,Dominican Republic,01-01-2013,48.685572345,43.292030635,48310,1410,14.661588077,-0.911615849,0.147420734,98.385853,16.55,1535.091238589,21287.2,33736.58828,210.247381495,4.830950967,8.499705584,,,,13.503535633,15.453338757,-0.488398165,0.204928443,,,,,45.9,,0.611824773,62682159338.0354,0.207428694,0.228019789,-0.535113275,0.151809856,-0.021130007,0.197676882,3.628181458,2.77817011,33.9,47.7,21.166,5.803,72.713,10157051,2361616,0.115369521,0.119482398,19.474156426
6533.670910827,Dominican Republic,01-01-2014,48.685572345,43.418422687,48310,1410,14.920373047,-0.841781139,0.143595994,98.470979,17.28,1597.142222198,21450.7,34091.50908,212.836162285,2.998642261,9.184329642,,,,13.386447036,15.641904705,-0.456321061,0.232618153,,,,,49.58,2.860551,0.651437856,67179955677.2791,0.145934492,0.196386188,-0.384007990,0.165181413,0.033338461,0.216120020,3.622434378,2.46088839,29.2,44.3,20.867,5.827,72.867,10282115,2295996,0.188977703,0.127508968,17.603382184
6838.936745906,Dominican Republic,01-01-2015,50.279445249,43.544814738,48310,1410,15.057719489,-0.873490095,0.143696755,98.560364,14.88,,23590.5,36494.27567,215.397060650,0.836746347,12.105545410,,,,12.811847961,15.205497551,-0.394691527,0.219924495,,,,,54.21576634,,0.643674978,71164826836.5281,0.227570921,0.201144516,-0.530484796,0.160622761,0.014078783,0.201462448,3.604002714,2.36797523,25.5,45.2,20.596,5.883,72.953,10405832,2230386,0.154281542,0.129032925,
7191.069703087,Dominican Republic,01-01-2016,50.279445249,43.712274891,48310,1410,15.426793899,-0.810025573,0.145505860,98.9,15.31,,24593.5,37760.74806,217.917449803,1.614166072,12.834607398,,,,12.910868548,16.149003738,-0.290826470,0.209278926,,,41.3,60.835,63.87086474,2.62728,0.634030553,75704647877.6559,0.241259411,0.206087306,-0.394856960,0.170180321,-0.009296678,0.207080424,3.850495577,2.66466618,23.1,45.7,20.258,5.964,72.987,10527592,2164894,0.181932896,0.125404328,15.350139678
7513.497981805,Dominican Republic,01-01-2017,50.279445249,43.879735045,48310,1410,15.205121327,-0.787117958,0.130608916,100,16.87,,23551.3,37021.07534,220.394204099,3.279556947,9.338161416,,,,13.030751059,16.019481638,-0.383324534,0.208990946,0.492,,,63.408333333,67.57124533,,0.666063444,79998046305.79,0.152073190,0.213935792,-0.430010110,0.161474079,-0.038595371,0.199362278,3.920267582,2.68220282,20.9,42.2,19.993,6.032,73.063,10647244,2099956,0.159244791,0.125854239,11.420795842
7947.159330935,Dominican Republic,01-01-2018,50.279445249,44.047195198,48310,1410,15.581367788,-0.830727458,0.132649019,98.9,15.95,,25366,39252.48133,222.842703374,3.564434260,8.079225853,,,,13.024934989,15.704552141,-0.388692081,0.212409139,0.506880283,,,61.121666667,74.82204836,2.66,0.693991110,85555390139.118,0.012199945,0.212307975,-0.365889728,0.151583955,-0.028536692,0.199100927,3.918210745,2.52541804,18.8,43.7,19.762,6.06,73.232,10765531,2037484,0.125113517,0.128005251,9.920551523
8173.344698853,Dominican Republic,01-01-2019,51.103490354,44.939302771,47531,1410,15.262525875,-0.838781178,0.140323684,99,14.89,,25775.2,39753.30481,228.942837306,1.810603770,9.715764841,,,,13.302778595,15.864048170,-0.351272494,0.225115269,,115,,64.164583333,79.71545398,,0.689583104,88941372558.2397,-0.003159933,0.229520440,-0.321246088,0.153918475,-0.018773297,0.196737841,4.042768955,2.59220481,16.4,41.9,19.291,6.006,73.577,10881882,1977456,0.179443821,0.122321606,9.428515700
4640.246344378,Ecuador,01-01-2010,30.188838782,52.456877114,248360,2274,6.439320518,-0.707744360,0.167790592,97.462142,11.79,1139.591256196,37254,71886.09941,60.354263972,3.554377346,,,0.402969986,,,,-0.674511254,0.212392136,0.525806725,,30,,29.03,2.77,3.010551292,69555367000,-0.586674452,0.243547097,-1.143229127,0.149675846,-1.124051690,0.191954479,4.507430077,2.83477545,46.08,48.8,21.892,4.852,75.43,14989585,5592614,-0.231080830,0.112505354,17.505487393
5202.656459021,Ecuador,01-01-2011,29.578434531,52.288564986,248360,2274,5.991222589,-0.641708136,0.164787441,96.872699,13.15,1212.516721653,37096.6,72121.77209,61.353390240,4.474532658,,,0.339910001,,,,-0.527820349,0.211688206,,,,,31.36680836,,3.095110057,79276664000,-0.686557531,0.244249582,-1.144285321,0.145434022,-0.956343532,0.192376807,4.726890087,3.06546926,40.71,45.9,21.702,4.826,75.743,15237728,5660664,-0.293364823,0.116675124,15.376308069
5678.455720700,Ecuador,01-01-2012,30.225881785,52.120252859,248360,2274,5.703031801,-0.508597851,0.147482798,97.194929,13.2,1276.230258263,37085.1,71955.86528,62.344511999,5.101721810,,,0.332359999,,,,-0.474284679,0.209364980,,,,,35.13514645,2.76,2.945452865,87924544000,-0.570306480,0.221984327,-1.063925147,0.148603559,-0.943592429,0.200557947,4.643070221,3.43776512,37.83,46.1,21.004,4.793,76.062,15483883,5730895,-0.296114117,0.113129511,12.412907021
6050.354611327,Ecuador,01-01-2013,30.250442905,51.951940731,248360,2274,5.796618588,-0.502528191,0.146062180,98.034674,11.85,1328.055371660,39701.1,75080.53196,63.307251570,2.721775777,,,0.379900008,,14.337120837,34.038781676,-0.447573006,0.204928443,,,,,40.27912194,,2.875890683,95129659000,-0.178656712,0.228019789,-0.870148361,0.148621723,-0.837611020,0.197676882,5.004640102,3.82528639,38.66,46.9,20.1,4.762,76.369,15722989,5797852,-0.252721816,0.110427670,10.971196031
6374.631485637,Ecuador,01-01-2014,22.044612659,51.783628604,248360,2274,5.775548051,-0.740625322,0.147862747,98.976067,12.18,1375.862154103,41801.2,76784.74275,64.253478821,3.589220166,,,0.442660004,,14.157326493,33.651695944,-0.384382159,0.236630782,,,,,45.59039067,2.710986,2.739230809,101726331000,-0.018533209,0.201554611,-0.970510960,0.169712737,-0.920283794,0.209730789,5.260990143,4.11469746,37.37,45,19.339,4.752,76.622,15957994,5862807,-0.202451646,0.127510503,8.209051839
6130.586675568,Ecuador,01-01-2015,23.308906426,51.615316476,248360,2274,5.639893476,-0.672159255,0.143696755,98.825883,13.07,,41390.3,75114.76093,65.211394750,3.966646233,,,,,16.045589003,33.361728049,-0.394115418,0.219924495,,,,,48.94043379,,2.616074159,99290381000,-0.147344977,0.201144516,-0.956348419,0.160622761,-1.141577363,0.201462448,4.998700142,4.31252193,34.95,46,18.74,4.773,76.789,16195902,5928024,-0.211743653,0.129032925,6.483121471
6079.088736121,Ecuador,01-01-2016,22.209695603,51.356538895,248360,2274,6.332892735,-0.680526972,0.143909767,98.7,14.75,,39791.7,74097.77605,66.192563215,1.728264633,,,,,14.212010424,34.260024411,-0.383266449,0.209278926,,,,70.872916667,54.06292473,2.779081,2.514766800,99937696000,-0.091710433,0.206087306,-0.648918271,0.170180321,-0.958474398,0.207080424,4.362748146,4.41607189,35.1,45,18.224,4.86,76.763,16439585,5994859,-0.247136489,0.125404328,5.833480590
6246.404252179,Ecuador,01-01-2017,22.507650185,51.097761314,248360,2274,6.431572524,-0.625844002,0.129452556,99.2,17.05,,38549.3,72729.71647,67.228796908,0.417335589,,,,,13.711830740,31.571134483,-0.352241844,0.208990946,0.602,,29.2,71.537083333,55.8,,2.361263384,104295862000,-0.078932591,0.213935792,-0.718148053,0.161474079,-1.023223996,0.199362278,4.614257812,4.54476023,34.59,44.7,17.996,4.872,76.972,16696944,6066000,-0.172117531,0.125854239,5.809446327
6321.349400717,Ecuador,01-01-2018,21.935899501,50.838983733,248360,2274,6.679730837,-0.629149854,0.131306872,98.7,16.33,,40273.2,73972.27038,68.512127557,-0.224103246,,,,,14.281513505,33.699006323,-0.317857921,0.212409139,0.596219540,,,73.41375,57.5,2.88,2.351887153,107562008000,-0.094810791,0.212307975,-0.663210571,0.151583955,-0.886888802,0.199100927,4.621455193,4.92990112,37.86,45.4,17.658,4.911,77.094,17015672,6156100,0.001128500,0.128005251,5.841673659
6233.258166924,Ecuador,01-01-2019,21.460782735,50.580206152,248360,2274,6.840200170,-0.509074688,0.140323684,99.09,17.73,,39631.4,74113.4694,69.833064906,0.266012515,,,,,13.337400729,32.989857767,-0.367639989,0.225115269,,129,,72.95,59.2,,2.183632409,108108009000,-0.238249406,0.229520440,-0.542889178,0.153918475,-0.796693981,0.196737841,4.225659847,4.82940865,38.13,45.7,17.338,4.913,77.297,17343740,6246175,0.032007832,0.122321606,6.843967713
3638.517658192,El Salvador,01-01-2014,58.600386100,29.482625483,20720,1784,16.746219158,-0.374780744,0.140371561,95.125416,23.95,949.991996168,6592.2,11777.42223,299.687548263,1.141344675,,,0.093769997,50.837954434,16.708795202,22.769717517,-0.024325095,0.217575982,,,,,24.76171215,2.960467,1.035254877,22593470000,-0.024590004,0.196386188,-0.469058067,0.162460268,0.222213238,0.206974745,3.824160099,4.68769121,40.5,41.6,18.809,7.168,71.746,6209526,1932777,0.152619869,0.127144143,63.144911291
3870.312982461,El Salvador,01-01-2016,58.595559846,29.048262548,20720,1784,17.734500959,-0.555807173,0.143909767,96,20.71,,7125.1,12171.42074,301.665540541,0.604049087,,,0.144930005,52.065656169,17.354775619,23.207903769,-0.343549311,0.209278926,,,30.9,66.039583333,28.99707305,2.705726,1.023502951,24191430000,-0.104568757,0.206087306,-0.757565737,0.170180321,-0.050619148,0.207080424,3.825239897,4.84736443,39.4,40,17.566,6.925,72.025,6250510,1843838,0.188971519,0.125404328,84.409112216
3986.049014354,El Salvador,01-01-2017,58.166023166,28.831081081,20720,1784,17.539243220,-0.533897817,0.129452556,96.8,24.99,,6344.9,11280.12151,302.444691120,1.012354033,,,0.180779994,55.248518820,17.753751065,24.843989900,-0.387264580,0.208990946,0.501,,,67.120833333,33.8207289,,1.044469401,24979190000,-0.263820618,0.213935792,-0.872741163,0.161474079,-0.169848293,0.199362278,3.725229979,4.58291912,38.9,38,16.974,6.857,72.311,6266654,1800096,0.154457390,0.125854239,63.223527003
4145.862351032,El Salvador,01-01-2018,57.707528958,28.613899614,20720,1784,18.357669914,-0.586034775,0.131306872,97,23.21,,6844.9,11641.82258,302.912258687,1.090330006,,,0.165309995,52.214282008,18.128923536,24.727093850,-0.490081698,0.212409139,0.544985712,,,68.108333333,43.8,2.58,1.132207279,26020850000,-0.389219522,0.212307975,-0.930241406,0.151583955,-0.016186897,0.199100927,3.605750084,4.54641724,33.8,38.6,16.536,6.938,72.555,6276342,1755932,0.029691502,0.128005251,53.311303518
4280.288404047,El Salvador,01-01-2019,57.707528958,28.396718147,20720,1784,19.794141947,-0.537628949,0.140323684,97.36,19.38,,7912.7,12495.49105,303.099276062,0.075324135,,,0.174769998,53.879039356,18.081450415,24.759366604,-0.531054139,0.225115269,,91,,68.803333333,50.49119407,,1.180009621,26881140000,-0.120268002,0.229520440,-0.865680158,0.153918475,-0.037950449,0.196737841,3.387109995,4.71206713,32,38.8,16.416,7.451,72.559,6280217,1711610,0.118330993,0.122321606,38.183393981
14663.044612647,Estonia,01-01-2010,22.382637414,55.107808445,42390,626,39.396567900,0.989536285,0.135711774,100,25.32,6506.318180965,18500.4,21672.08663,31.410120311,2.972045120,,,1.578989983,7.897645108,19.823957542,37.879119358,1.076666474,0.215913206,0.725663781,,,,74.1,3.16,1.700425622,19523477325.6235,0.661366999,0.239330947,1.153129935,0.135176718,1.388202071,0.177897826,5.517789841,4.69232178,21.7,32,11.9,11.9,75.429268293,1331475,424820,1.105651736,0.134045854,5.257090501
17487.804783092,Estonia,01-01-2011,22.316584100,55.508799245,42390,626,40.782468520,1.045448303,0.130411714,100,25.16,6314.414447670,18502.6,21637.86275,31.314909177,4.981901315,,,2.305219889,5.991393308,19.243873213,34.710146561,1.067273974,0.211232007,,,,,76.5,,1.678933303,23213994093.4631,0.611041307,0.238522351,1.175814986,0.127040952,1.385317087,0.167996213,5.014490128,4.3640275,23.1,32.5,11.1,11.5,76.229268293,1327439,425245,1.133725882,0.129136100,4.896683740
17403.205325477,Estonia,01-01-2012,22.550129748,55.909790045,42390,626,43.570667484,1.088298321,0.123361498,100,24.96,6689.367776118,16989,20163.71941,31.203019580,3.933399873,,,2.124809980,13.552174448,19.952075948,34.118482429,0.945922077,0.208503187,,,,,78.38992593,2.86,1.897672784,23019150071.1867,0.636465192,0.219665527,1.150941491,0.130108804,1.410284042,0.181642860,4.717720032,4.44167042,23.4,32.9,10.6,11.7,76.326829268,1322696,423607,1.111924648,0.123527609,4.763049622
19056.001922699,Estonia,01-01-2013,22.199217851,54.911755233,43470,626,45.568267683,1.181539178,0.127199396,100,24.47,6664.658569026,18846.5,22029.62753,30.319691741,2.780566590,,,1.724120021,13.798476044,20.167223104,34.225445122,0.967353165,0.205852792,,,16.7,,80.0043,,1.908963649,25115753366.1114,0.748215437,0.225787356,1.191487908,0.132365435,1.439240932,0.182338491,4.843880177,4.54079533,23.5,35.1,10.3,11.6,77.141463415,1317997,420151,1.116848588,0.121206090,3.945427155
20261.066730389,Estonia,01-01-2014,22.406257189,55.302783529,43470,626,45.251575921,1.299008369,0.126321599,100,25.29,6732.367473156,17594.9,20799.44491,30.240280653,-0.106175147,,,1.430230021,13.954850669,20.747371862,33.886289989,1.012017846,0.219895840,,,,,84.24152803,3.34592,1.925357386,26634083965.0987,0.780257881,0.192247406,1.369988799,0.138548478,1.670609236,0.190162286,4.394330025,4.74082613,26,34.6,10.3,11.8,77.034146341,1314545,417118,1.170336008,0.129580751,3.118994984
17402.037612808,Estonia,01-01-2015,22.843340235,55.693811824,43470,626,43.005275019,1.255545974,0.126862377,100,28.17,,14377.1,17592.51222,30.260110421,-0.492326007,,,1.467769980,13.122740030,21.640064287,36.154665892,1.036462069,0.218860999,,,,,88.4097035,,2.026041742,22890762090.1508,0.613857269,0.196433380,1.300439954,0.138165995,1.658324718,0.185423762,5.144189835,4.94316053,24.2,32.7,10.6,11.6,77.590243902,1315407,415458,1.186882734,0.131589264,3.422947363
18295.342932211,Estonia,01-01-2016,23.073383943,55.699332873,43470,626,43.329870791,1.231135607,0.131558269,100,27.23,,15907.2,18996.67903,30.268921095,0.148684908,,,1.243059993,14.070777376,21.774690074,36.294062280,1.055314779,0.208946407,,,,80.594583333,87.24023275,3.363489,2.069164366,24072829276.7744,0.662796259,0.203295976,1.192749023,0.156169042,1.687963724,0.188440174,5.157639980,4.98726511,24.4,31.2,10.7,11.7,77.641463415,1315790,413645,1.208045721,0.126810566,2.507740750
20437.765376736,Estonia,01-01-2017,22.970760234,57.038596491,42750,626,43.474474086,1.202570915,0.121001840,100,27.52,,16773.5,19899.03282,30.816,3.417235495,,,1.276849985,13.425576163,20.941809329,35.051755055,1.072270870,0.211273745,0.747,,,80.187916667,88.10245687,,2.009766509,26924385103.0659,0.642369628,0.209813088,1.247594357,0.145976722,1.633655667,0.197260484,4.961319923,4.84846592,23.4,30.4,10.5,11.8,78.092682927,1317384,412117,1.214448333,0.127567202,2.201057494
23165.849478644,Estonia,01-01-2018,23.040935673,57.038596491,42750,626,43.984556341,1.468725204,0.130416200,100,28.59,,15716.9,18817.84752,30.923438596,3.436326884,,,1.409989953,13.458569771,20.959212987,35.625240242,1.150592685,0.210913703,0.774125278,,,86.755,89.35700777,3.31,2.009087120,30624720196.229,0.580257714,0.208318025,1.203603506,0.139618278,1.544832945,0.197632849,5.239970207,4.94593143,24.4,30.3,10.9,11.9,78.243902439,1321977,411399,1.190116882,0.131775856,2.117766739
23424.484707352,Estonia,01-01-2019,23.120467836,57.038596491,42750,626,44.308938951,1.525438190,0.140123099,100,31.34,,10060.7,13174.99211,31.038549708,2.277259312,,,1.631459951,14.053083544,21.292953559,36.115970895,1.139793992,0.218168780,,18,25.4,86.07375,90.2289282,,2.049363018,31081901909.2156,0.630106986,0.223971575,1.243151188,0.141847596,1.580124617,0.195965901,5.295710087,5.07566547,24.3,30.8,10.6,11.6,78.646341463,1326898,410662,1.179321051,0.125385910,1.959249864
23595.243683644,Estonia,01-01-2020,23.040935673,57.038596491,42750,626,41.443329934,1.580865502,0.137092009,100,40,,7097.52,10198.8019,31.099929825,-0.444531098,,,1.750920057,23.755704628,20.691074911,41.092326221,1.299159646,0.220126405,0.777203202,,,84.54625,89.05828666,,2.293829971,31370395572.7658,0.709752977,0.226481333,1.336464643,0.136636123,1.529534817,0.208771586,5.519929886,5.97475481,23.3,30.7,9.9,11.9,78.595121951,1329522,409107,1.167532682,0.103892066,3.159215431
46505.303179181,Finland,01-01-2010,7.541625535,73.188548865,303900,536,19.374374113,2.151669741,0.174142480,100,33.43,16484.094275371,62526.4,75320.42652,17.648410661,1.184135232,,,3.705319881,,18.601276688,38.383038434,2.223886967,0.227385253,0.817361474,,,,86.89,3.89,1.491758160,249424310816.667,1.423606873,0.239330947,1.961252689,0.157016754,1.873101711,0.235530734,6.504449844,7.18045282,16.9,27.7,11.4,9.5,79.870731707,5363352,870472,1.486712694,0.146318108,2.200149666
51148.931636583,Finland,01-01-2011,7.524433183,73.300865445,303890,536,19.628220857,2.191915035,0.170072347,100,35.14,15710.973759305,55123.4,67632.7565,17.730994768,3.416807543,,,3.618060112,,20.017878968,37.883210942,2.235192299,0.222375244,,,,,88.70999491,,1.489408984,275604356167.316,1.393471003,0.241997883,1.939538002,0.148172036,1.813329816,0.232159287,6.445049763,7.30151653,17.9,27.6,11.1,9.4,80.470731707,5388272,845258,1.507551432,0.145951107,2.041510971
47708.061278447,Finland,01-01-2012,7.519497186,73.410773635,303890,536,21.700576778,2.226846695,0.147699594,100,38.72,15689.223307624,49408.1,61976.2554,17.815561552,2.808336226,,,3.398319960,,20.135596930,38.897317409,2.210311174,0.219052508,,,,,89.87999797,4.05,1.526584659,258290060227.734,1.400765181,0.219665527,1.944033504,0.152665079,1.821589112,0.225645676,7.148039818,7.64987421,17.2,27.1,11,9.6,80.626829268,5413971,820704,1.600697160,0.133328661,1.643929187
49892.223363273,Finland,01-01-2013,7.431965514,73.520681826,303890,536,20.913082060,2.200171232,0.136826456,100,38.52,15510.835503474,50191.3,62745.61025,17.897831452,1.478286157,,,3.271369934,,20.643497242,40.089858605,2.181191921,0.201958790,,,,,91.5144,,1.533860935,271362405890.589,1.385172486,0.225787356,1.955659628,0.150542721,1.841672182,0.222408786,7.124040127,7.79147577,16,27.2,10.7,9.5,80.975609756,5438972,809047,1.573705554,0.130399287,1.636368868
50327.240290263,Finland,01-01-2014,7.460265228,73.630590016,303890,536,20.585160463,2.159475803,0.130695611,100,41.25,15249.989380230,46161.7,58686.81708,17.972003027,1.041196212,,,3.147510052,,20.631521965,40.552545469,2.025861979,0.211063221,,,,,86.53039275,3.623035,1.451930187,274862826772.156,1.282197237,0.192247406,2.124782085,0.161937550,1.877657652,0.228099748,7.102369785,7.78149414,17.3,26.8,10.5,9.6,81.180487805,5461512,809669,1.541946650,0.142199576,1.611296802
42801.908116729,Finland,01-01-2015,7.480504097,73.735645421,303910,536,22.122144860,2.215771437,0.131604761,100,43.23,,42815.4,55210.20911,18.030110888,-0.207928840,,,2.871959925,,20.470705112,40.424344206,1.844212174,0.213573903,,,,,86.42213333,,1.449960972,234534382384.766,1.027998209,0.196433380,2.053113937,0.157468289,1.825734973,0.218712881,7.032080173,7.577631,16.8,27.1,10.1,9.6,81.480487805,5479531,809601,1.543606997,0.144884914,1.496497557
43814.026505696,Finland,01-01-2016,7.485768813,73.735645421,303910,536,22.413468715,2.186052084,0.137088075,100,42.4,,45700.3,57902.35336,18.082007831,0.356684501,,,2.724420071,,20.813449921,39.584310264,1.842770815,0.208868816,,,,87.46125,87.70364996,3.920745,1.419652626,240771351298.833,0.982591867,0.203295976,2.008164883,0.168872342,1.806552529,0.227201536,6.851530075,7.29918003,16.6,27.1,9.6,9.8,81.429268293,5495303,809183,1.531785488,0.141870707,1.346625130
46412.136477717,Finland,01-01-2017,7.469070808,73.733219268,303920,536,23.205009776,2.161560535,0.125844866,100,44.48,,43015.4,55043.07473,18.123894446,0.754015047,,,2.727869987,,20.733889819,37.897313755,1.977040172,0.208749488,0.814,,,88.545833333,87.46892907,,1.351297608,255647979916.471,1.063806653,0.209813088,2.023436785,0.158714339,1.811839223,0.220789850,6.363110065,7.11996555,15.7,27.4,9.1,9.8,81.631707317,5508214,808330,1.559362173,0.121724494,1.216381684
49987.626158497,Finland,01-01-2018,7.475651487,73.733219268,303920,536,24.366720794,2.171321154,0.135948211,100,44.3,,44395.5,56199.93179,18.147950118,1.083820984,,,2.757489920,,20.824373988,37.408657512,2.013872623,0.209096208,0.814484000,,,88.7475,88.88996,3.97,1.362534374,275708001767.843,0.891700327,0.208318025,2.034647465,0.152301222,1.779110193,0.222046480,6.275579929,7.10539436,16.5,27.3,8.6,9.9,81.734146341,5515525,806259,1.588881493,0.123570561,1.559253161
48629.858228303,Finland,01-01-2019,7.481985984,73.730793275,303930,536,26.421689962,2.114005089,0.144624561,100,45.6,,40987.1,52762.97326,18.167360905,1.024093930,,,2.799609900,,20.668478850,37.018569320,1.972871304,0.216184705,,20,,88.5075,89.60738511,,1.353717616,268514916972.549,0.835154116,0.223971575,2.012981415,0.155165970,1.840472221,0.220609844,6.416950226,7.35499382,15.6,27.7,8.3,9.8,81.982926829,5521606,803615,1.562778950,0.122978196,1.466982968
49169.719338850,Finland,01-01-2020,7.468579325,73.728367441,303940,536,23.116533657,2.170630693,0.149796650,100,47.49,,36329.9,47740.49323,18.192876884,0.290554556,,,2.912430048,,19.866996026,41.250136533,1.901411176,0.231866837,0.796001017,,34.3,90.120833333,92.17027106,,1.425822768,271886077382.102,0.981748819,0.226481333,2.020997286,0.150381744,1.850898266,0.233886927,6.634940147,7.81982374,16,27.1,8.4,10,81.931707317,5529543,800844,1.609450936,0.111107700,1.645727943
40676.064791318,France,01-01-2010,52.827924764,29.985919274,547557,867,14.490849745,1.487756133,0.153291345,100,11.99,7734.361875164,347940.1,472918.3176,118.764941367,1.531122704,,,2.178570032,80.301299711,21.952659489,49.324036267,1.462661028,0.218765646,0.756891847,,,,77.28,3.84,1.969419353,2645187882116.67,0.681087554,0.239330947,1.499731541,0.154795170,1.310160756,0.235530734,5.658596039,7.9076767,19.2,33.7,12.9,8.5,81.663414634,65030575,14066764,1.202856541,0.143270001,1.274730594
43846.466076480,France,01-01-2011,52.740810546,30.138232184,547557,867,15.355975842,1.537773252,0.145538986,100,10.65,7232.708160976,335031.9,456763.7362,119.339599348,2.111597952,,,2.191610098,82.292242062,21.816496459,47.585745802,1.392306805,0.214328021,,,,,77.81999899,,1.891406214,2865157541994.17,0.602992833,0.238522351,1.429734826,0.142541185,1.156042576,0.218365118,5.482983112,7.85247946,19.3,33.3,12.7,8.4,82.114634146,65345233,13969504,1.170668364,0.137023911,1.363594327
40870.852364573,France,01-01-2012,52.679081812,30.290545094,547557,867,16.277485008,1.471969485,0.136289701,100,12.35,7363.151180953,338315.4,460350.4426,119.918547293,1.954195316,,,2.227070093,90.279748603,22.530740079,48.071923934,1.373381257,0.210567564,,,,,81.44,3.85,1.871080600,2683671716967.19,0.554941535,0.219665527,1.436932445,0.150717080,1.124174118,0.225645676,5.456467152,7.94105148,19.1,33.1,12.6,8.7,81.968292683,65662240,13869178,1.238105774,0.131551519,1.243035365
