country,date,agricultural_land%,forest_land%,land_area,avg_precipitation,trade_in_services%,control_of_corruption_estimate,control_of_corruption_std,access_to_electricity%,renewvable_energy_consumption%,electric_power_consumption,CO2_emisions,other_greenhouse_emisions,population_density,inflation_annual%,real_interest_rate,risk_premium_on_lending,research_and_development_expenditure%,central_goverment_debt%,tax_revenue%,expense%,goverment_effectiveness_estimate,goverment_effectiveness_std,human_capital_index,doing_business,time_to_get_operation_license,statistical_performance_indicators,individuals_using_internet%,logistic_performance_index,military_expenditure%,GDP_current_US,political_stability_estimate,political_stability_std,rule_of_law_estimate,rule_of_law_std,regulatory_quality_estimate,regulatory_quality_std,government_expenditure_on_education%,government_health_expenditure%,multidimensional_poverty_headcount_ratio%,gini_index,birth_rate,death_rate,life_expectancy_at_birth,population,rural_population,voice_and_accountability_estimate,voice_and_accountability_std,intentional_homicides,GDP per capita,year
Comoros,2019-01-01,71.4669532509404,17.9258463191832,1861.0,900.0,17.9547116880227,-1.05786526203156,0.199294790625572,83.3279495239258,53.0,,326.2,618.479881,425.032778076303,,6.03679877441353,,,,,,-1.75323903560638,0.227779537439346,,160.0,,,16.38375122,,,1195019531.03664,-0.176833510398865,0.271939843893051,-1.15697526931763,0.217366427183151,-1.19900012016296,0.211003884673119,,0.83244753,,,30.4,8.203,64.068,790986.0,560303.0,-0.706998527050018,0.139126181602478,,1510.797322628517,2019
"Congo, Dem. Rep.",2019-01-01,14.9224763459121,56.1331289561324,2267050.0,1543.0,4.63910139616037,-1.55517840385437,0.151915371417999,19.1,96.29,,3031.2,55443.09684,39.658097527624,,19.6802003687004,,,,,,-1.65568780899048,0.18865130841732,,183.0,,33.7533333333333,16.48118911,,0.700795464424695,51775829877.2088,-1.62443852424622,0.222056418657303,-1.81420874595642,0.155548632144928,-1.52206444740295,0.169465124607086,,0.5603224,,,42.656,9.38,60.276,89906890.0,49407432.0,-1.3141884803772,0.122940137982368,,575.8827813664648,2019
"Congo, Rep.",2019-01-01,31.1361639824305,64.307467057101,341500.0,1646.0,13.7978504780137,-1.43592858314514,0.156573370099068,47.7288208007813,69.97,,7006.1,20022.05923,16.312541727672,2.20607305781525,,,,,7.101549608696,16.2271086909615,-1.13162696361542,0.214202135801315,,180.0,,36.5766666666667,,,2.34540553524246,13976661497.841,-0.29930168390274,0.234910249710083,-1.11040508747101,0.162069901823997,-1.29221296310425,0.199118122458458,3.55946898460388,1.12474525,,,31.676,7.388,62.747,5570733.0,1817563.0,-1.2785792350769,0.123967438936234,,2508.9447830009085,2019
Costa Rica,2019-01-01,34.7826086956522,59.1167254210732,51060.0,2926.0,24.0931803622818,0.627239465713501,0.147777989506721,99.71,33.42,,7956.4,15718.67899,99.57955346651,2.09604635327807,6.02471556786444,,,,13.3742076107234,29.6382263485902,0.347733318805695,0.229365721344948,,74.0,,79.7779166666667,81.20259644,,,64417670521.1842,0.43024280667305,0.229520440101624,0.52943754196167,0.154261708259583,0.544661998748779,0.203257471323013,6.73808002471924,5.23799706,20.715601092999,48.2,12.847,5.468,79.427,5084532.0,1013042.0,1.09436094760895,0.123302660882473,11.0727999226674,12669.341154935046,2019
Cote d'Ivoire,2019-01-01,73.0503144654088,9.27547169811321,318000.0,1348.0,7.62233855887405,-0.564522325992584,0.133335679769516,68.566650390625,62.41,,10838.9,25646.69991,82.2250031446541,-1.10686343994188,,,,,11.7598374498521,13.737314688284,-0.559290289878845,0.180285081267357,,110.0,,56.1083333333333,36.28895457,,0.915612640909431,59898479821.2323,-1.03647410869598,0.229520440101624,-0.610560476779938,0.140278324484825,-0.300067454576492,0.159450322389603,3.44067001342773,0.99362508,,,34.554,8.728,59.319,26147551.0,12749807.0,-0.24925234913826,0.117814749479294,,2290.7873789492673,2019
Croatia,2019-01-01,26.8744192695304,34.6045672217854,55964.0,1113.0,37.1770382122277,0.0527426823973656,0.132180511951447,100.0,31.6,,16523.3,22302.06393,72.6405010363805,0.771820346498019,,,1.07963001728058,81.6770589580836,21.0750360737608,38.1929591485822,0.456991463899612,0.207311600446701,,51.0,35.6,68.4541666666667,79.07978368,,1.60930358927584,61470295887.8384,0.685416102409363,0.223971575498581,0.348271518945694,0.13935686647892,0.552517652511597,0.195965901017189,3.95437002182007,5.55397558,23.3,28.9,8.9,12.7,78.4243902439025,4065253.0,1738221.0,0.454199224710464,0.111259825527668,0.799079557208224,15120.902902682416,2019
Cuba,2019-01-01,61.6666666666667,31.233140655106,103800.0,1335.0,,0.0146971046924591,0.1689582914114,99.8,23.14,,24418.5,39353.62809,109.024055876686,,,,0.553080022335052,,,,-0.177793011069298,0.246165782213211,,,,,67.97080866,,,103427600000.0,0.610411107540131,0.234910249710083,-0.341410756111145,0.178923755884171,-1.50501537322998,0.215853407979012,9.04696941375732,9.86756992,,,9.752,9.861,77.611,11316697.0,2590505.0,-1.44007456302643,0.130255416035652,4.4182505026975,9139.380510055187,2019
Curacao,2019-01-01,,0.157657657657658,444.0,,74.2386968947756,,,100.0,2.48,,,,354.596846846847,2.62220783425059,,,,,,,,,,,,,,,,3026124115.73275,,,,,,,6.62462139129639,,,,10.1,8.8,,157441.0,17164.0,,,,19220.686579307487,2019
Cyprus,2019-01-01,13.5636796536797,18.6742424242424,9240.0,498.0,105.309435815862,0.599219381809235,0.172193557024002,100.0,11.97,,7191.0,8541.86797,132.990909090909,0.250370996758787,,,0.709500014781952,,23.2993930370698,36.3709768336218,0.955951392650604,0.228583186864853,,54.0,35.3,80.78125,86.06362996,,1.78674474437728,25947027570.4262,0.544513285160065,0.228971391916275,0.727045774459839,0.169509828090668,0.999724805355072,0.243687197566032,5.21296977996826,3.83588576,22.3,31.2,10.794,6.769,81.397,1228836.0,407912.0,1.04695701599121,0.145136475563049,1.22066686658477,21115.126485899014,2019
Czechia,2019-01-01,45.6399997409511,34.6514173213048,77205.5,677.0,22.2717042625817,0.533790946006775,0.132180511951447,100.0,15.88,,97712.9,117767.1074,138.226810266108,2.8478759591805,-0.195325158058853,,1.92734003067017,,14.7687696689181,32.5785832957207,0.919761836528778,0.207311600446701,,41.0,33.1,85.0608333333333,80.86694441,,1.15229255021758,252548179964.897,0.941883623600006,0.223971575498581,1.0173122882843,0.13935686647892,1.23532867431641,0.195965901017189,4.54246997833252,6.43899822,,25.3,10.5,10.5,79.2292682926829,10671870.0,2783117.0,0.834337174892426,0.113260477781296,0.9205768961203,23664.84786311087,2019
Denmark,2019-01-01,65.649125,15.6875,40000.0,703.0,46.1776829461435,2.12161731719971,0.144624561071396,100.0,37.29,,29696.5,43569.79676,145.36055,0.75813157251162,,,2.89685010910034,,34.8340429595631,35.9531907511295,1.87338101863861,0.216184705495834,,4.0,,86.5420833333333,98.04643475,,1.29509238115422,346498737961.635,0.967484951019287,0.223971575498581,1.83364605903625,0.15516597032547,1.5476325750351,0.220609843730927,6.9096999168396,8.4725647,16.5,27.7,10.5,9.3,81.4512195121951,5814422.0,698080.0,1.54312837123871,0.123080052435398,1.13874032545199,59592.98068864541,2019
Djibouti,2019-01-01,73.4641932700604,0.245901639344262,23180.0,220.0,57.5952920076026,-0.880212485790253,0.175258368253708,64.7,26.99,,428.27,1388.224359,46.3327868852459,3.31925372703889,,,,,,,-0.817990303039551,0.20696148276329,,112.0,,36.60625,59.34196605,,,3088853638.56832,-0.343412548303604,0.250075668096542,-0.946248352527618,0.162925899028778,-0.821162223815918,0.180569306015968,,0.97343284,,,22.748,8.421,63.085,1073994.0,237192.0,-1.42314827442169,0.131314530968666,,2876.0436637153653,2019
Dominica,2019-01-01,33.3333333333333,63.8266666666667,750.0,2083.0,54.792536404653,0.521641075611115,0.228423789143562,99.9192276000977,7.91,,174.1,241.979596,95.2373333333333,1.50462353858112,2.92551509396417,,,,,,-0.253151446580887,0.394042789936066,,111.0,,,73.38194848,,,611537037.037037,1.02982354164124,0.271763026714325,0.717998266220093,0.269359558820724,0.151736706495285,0.267299801111221,5.53449010848999,3.30796671,,,13.272,8.369,73.559,71428.0,20867.0,0.867350518703461,0.203940510749817,18.2001456011648,8561.587011214608,2019
Dominican Republic,2019-01-01,51.1034903536639,44.9393027708232,47531.0,1410.0,15.2625258746835,-0.838781177997589,0.140323683619499,99.0,14.89,,25775.2,39753.30481,228.942837306179,1.81060377042959,9.71576484075912,,,,13.3027785951135,15.8640481695949,-0.351272493600845,0.225115269422531,,115.0,,64.1645833333333,79.71545398,,0.689583104134605,88941372558.2397,-0.0031599334906786,0.229520440101624,-0.321246087551117,0.153918474912643,-0.0187732968479395,0.196737840771675,4.04276895523071,2.59220481,16.4,41.9,19.291,6.006,73.577,10881882.0,1977456.0,0.179443821310997,0.122321605682373,9.42851570029359,8173.344698852616,2019
Early-demographic dividend,2019-01-01,39.9086359531438,22.8489952478132,33309810.858,,11.3077376199873,,,92.8257182556981,23.3613434124336,,7347348.73,11598584.962349,100.107495813028,2.75709727562775,,,0.762846668828896,,,,,,,,,,39.5918876242934,,2.33097738334029,11743140069350.9,,,,,,,3.48775553703308,2.27707719966689,,,19.5793486675212,6.46372308721627,71.0147388840035,3334561751.0,1818456315.0,,,,3521.6442058178277,2019
East Asia & Pacific,2019-01-01,47.4528497685025,27.148011008033,24469195.9,,10.1697978129052,,,97.8721126174115,14.2598277749117,,14703257.4,18174628.486612,96.1967395912671,1.7039786323628,,,2.39433307927876,,11.191434695633,,,,,,,,63.6674336468544,,1.57074307983025,27032674446875.7,,,,,,,3.3557915687561,4.44438611994511,,,12.0713941694781,7.25350039150343,76.7977608621553,2353856866.0,944110384.0,,,1.0,11484.417271647178,2019
East Asia & Pacific (IDA & IBRD countries),2019-01-01,49.0549587713947,30.2971600901202,15865926.0,,6.87889137039296,,,98.2554880270959,15.7506367453546,,12480501.7,15467418.874422,131.139437811572,1.93321335810515,,,2.02398871082677,,9.04133641920213,,,,,,,,60.2235328543468,,1.57953479375177,17192007435430.8,,,,,,,3.08499836921692,2.80124695290537,,,12.5938313771435,7.04837460110564,76.0366573507797,2080648616.0,904682447.0,,,,8262.811559446327,2019
East Asia & Pacific (excluding high income),2019-01-01,48.8478362244309,30.4475289991765,15986316.0,,6.87889137039296,,,97.6460019069744,15.7237251636759,,12535996.7,15546666.113565,131.762184921154,1.93321335810515,,,2.02398871082677,,9.04106136316818,,,,,,,,60.2234487897779,,1.57953479375177,17213484850175.7,,,,,,,3.08499836921692,2.80118794076861,,,12.6046571914151,7.07074921428879,76.0020203002054,2106391925.0,914435002.0,,,,8172.023755823931,2019
Ecuador,2019-01-01,21.4607827347399,50.5802061523595,248360.0,2274.0,6.84020016993347,-0.509074687957764,0.140323683619499,99.09,17.73,,39631.4,74113.4694,69.8330649057819,0.266012515466155,,,,,13.3374007286542,32.9898577666523,-0.367639988660812,0.225115269422531,,129.0,,72.95,59.2,,2.18363240921904,108108009000.0,-0.238249406218529,0.229520440101624,-0.542889177799225,0.153918474912643,-0.796693980693817,0.196737840771675,4.22565984725952,4.82940865,38.13,45.7,17.338,4.913,77.297,17343740.0,6246175.0,0.0320078320801258,0.122321605682373,6.84396771273186,6233.258166923628,2019
"Egypt, Arab Rep.",2019-01-01,3.93992666633181,0.0451855944547692,995450.0,18.1,14.5110720425304,-0.65516608953476,0.146361589431763,100.0,6.23,,217908.3,307452.9495,106.101432517957,9.15279959324804,2.19909578279478,-0.6689166666666,0.796169996261597,,,,-0.251194149255753,0.212552413344383,,114.0,,74.0708333333333,57.2828664,,1.18097179684711,318678815489.749,-1.12460207939148,0.229520440101624,-0.333438783884048,0.157690867781639,-0.758563220500946,0.196737840771675,,1.36398911,,31.9,23.568,5.581,71.358,105618671.0,60487813.0,-1.44390308856964,0.118143357336521,,3017.258335789408,2019
El Salvador,2019-01-01,57.707528957529,28.3967181467181,20720.0,1784.0,19.7941419474511,-0.537628948688507,0.140323683619499,97.36,19.38,,7912.7,12495.49105,303.099276061776,0.075324135002551,,,0.174769997596741,53.8790393562178,18.0814504146774,24.7593666042437,-0.531054139137268,0.225115269422531,,91.0,,68.8033333333333,50.49119407,,1.18000962074512,26881140000.0,-0.120268002152443,0.229520440101624,-0.865680158138275,0.153918474912643,-0.0379504486918449,0.196737840771675,3.38710999488831,4.71206713,32.0,38.8,16.416,7.451,72.559,6280217.0,1711610.0,0.118330992758274,0.122321605682373,38.18339398145,4280.288404047185,2019
Equatorial Guinea,2019-01-01,3.73618538324421,87.5857397504456,28050.0,2156.0,,-1.56337535381317,0.220570549368858,66.5712509155273,8.12,,4876.5,10292.5386,55.3665240641711,1.53027528964189,,,,,9.30194361410621,11.4103961361878,-1.04120028018951,0.264851450920105,,178.0,,,49.13366302,,1.30196407170833,11364133546.2488,-0.147936090826988,0.250075668096542,-1.28655707836151,0.189863726496696,-1.69174087047577,0.253651082515717,,0.64342248,,,31.874,8.582,61.644,1553031.0,425111.0,-1.87896883487701,0.13116529583931,,7317.390023926631,2019
Estonia,2019-01-01,23.1204678362573,57.0385964912281,42750.0,626.0,44.3089389509422,1.52543818950653,0.140123099088669,100.0,31.34,,10060.7,13174.99211,31.0385497076023,2.27725931243522,,,1.63145995140076,14.0530835439573,21.2929535588773,36.1159708947234,1.13979399204254,0.218168780207634,,18.0,25.4,86.07375,90.2289282,,2.04936301781519,31081901909.2156,0.630106985569,0.223971575498581,1.24315118789673,0.141847595572472,1.58012461662292,0.195965901017189,5.29571008682251,5.07566547,24.3,30.8,10.6,11.6,78.6463414634147,1326898.0,410662.0,1.17932105064392,0.125385910272598,1.95924986351187,23424.484707351738,2019
Eswatini,2019-01-01,69.593023255814,28.8575581395349,17200.0,788.0,5.97391623959387,-0.328445315361023,0.200138345360756,77.0303955078125,65.47,,1169.5,3052.193508,68.0007558139535,2.59801620311077,8.2564309821469,2.41216666666667,,,,,-0.638883948326111,0.245334640145302,,121.0,,47.1870833333333,54.0343672,,1.89023924327776,4466214591.14854,-0.274407118558884,0.250075668096542,-0.479818254709244,0.181067302823067,-0.531037092208862,0.248385548591614,5.69914817810059,3.42137909,,,25.118,8.923,60.549,1169613.0,889128.0,-1.34392666816711,0.130838364362717,,3818.540484030649,2019
Ethiopia,2019-01-01,33.8392576144297,15.1886785650104,1128570.858,848.0,11.4825188211928,-0.435477554798126,0.134304463863373,48.0476188659668,89.5,,17708.0,159695.3463,101.119564793866,15.8096321719344,,,,31.4488486740364,6.66174132174475,9.70541337731808,-0.661525189876556,0.180285081267357,,159.0,,53.5991666666667,16.15232553,,0.579949536836241,95912607722.3032,-1.30372190475464,0.229520440101624,-0.48414608836174,0.140278324484825,-0.910632014274597,0.159450322389603,4.48086929321289,0.73088509,,,33.123,6.439,65.838,114120594.0,89898498.0,-1.06261813640594,0.118801079690456,,840.4496012551706,2019
Euro area,2019-01-01,43.1880343296733,38.6181750236607,2679977.496,,27.6371677018138,,,100.0,18.0104323291668,,2095558.337,2596337.784221,129.29884206759,1.44123966942341,,,2.25473807531574,,19.2192408225281,37.0987713319729,,,,,,,83.3491471691229,,1.35755712029974,13480528531193.6,,,,,,,4.8964900970459,7.57413572192546,,,9.10922446771573,10.0761307328153,82.281962811136,346517987.0,79708987.0,,,,38902.82477946404,2019
Europe & Central Asia,2019-01-01,29.0904602172673,38.5023002460649,27444670.143,,25.3799889282538,,,99.9502894601841,14.0196776583139,,6034379.546716,8107241.254727,33.5321020877609,1.81669040957461,,,2.13618779755877,,19.2450920213156,35.0797992837847,,,,,,,81.2918949884948,,1.6922212928377,22907909231787.3,,,,,,,4.65441513061523,6.81627392436166,,,11.3655270173546,9.90231273778602,78.1865953998752,920277481.0,253465751.0,,,2.5,24892.393549492168,2019
Europe & Central Asia (IDA & IBRD countries),2019-01-01,28.0972113293155,39.2869462481332,22988583.9,,14.539622368821,,,99.9003748457134,7.60488014385583,,3307604.6,4705785.923125,20.0139536215626,2.88986073718346,,,0.977983704432919,26.5818737838433,14.1315783810389,30.9858806623872,,,,,,,77.058319963708,,2.9186938436573,4159143876282.08,,,,,,,3.95437002182007,3.59357062742954,,,13.253184321698,9.94419788752588,74.3379358435459,460092452.0,153648824.0,,,,9039.800279710043,2019
Europe & Central Asia (excluding high income),2019-01-01,27.5071563972792,39.506948381983,22396429.9,,12.8062183287556,,,99.8849623924041,6.10219593533577,,2922190.2,4226258.525995,17.8015013008837,3.10372944796781,,,0.950913207435439,24.6404157417581,13.5149397676213,30.2484354349672,,,,,,,76.8699098568464,,3.20956222781514,3250597309710.46,,,,,,,4.05669510364532,3.29310684167592,,,13.7603704557171,9.66669273941246,73.8949272433323,398690076.0,127843774.0,,,,8153.193433664649,2019
European Union,2019-01-01,41.3030947284049,39.797851757679,3996440.586,,27.5857876001827,,,99.9874478132819,19.3462835156226,,2729768.437,3397614.224451,111.941409204776,1.63052260754344,,,2.22394692362291,,19.7471820336057,36.6494520530765,,,,,,,82.7518160253807,,1.38254838363268,15693432719569.6,,,,,,,4.65441513061523,7.42223347319118,,,9.32860217410087,10.4025854012258,81.3148579639404,447367191.0,113010933.0,,,,35079.534295955105,2019
Faroe Islands,2019-01-01,69.0078796561605,0.0573065902578797,1396.0,,,,,100.0,5.4,,,,37.0207736389685,,,,,,,,,,,,,,,,,3266432734.22819,,,,,,,,,,,13.2,8.0,82.9463414634147,51681.0,29859.0,,,,63203.74478489561,2019
Fiji,2019-01-01,17.1209633278599,62.0328407224959,18270.0,2592.0,44.1168587053798,0.688096284866333,0.326451301574707,96.0940475463867,26.48,,1393.5,2187.528938,50.2717569786535,1.77310182460282,4.41266351301527,3.46134560526818,,,22.8928488605667,26.9598780871168,0.76248824596405,0.461858510971069,,102.0,,57.6008333333333,77.18669679,,1.43529925860875,5444407214.31758,0.779773771762848,0.252529382705688,0.422631531953812,0.421195656061172,0.0334556773304939,0.391353070735931,5.11768341064453,2.49526525,,30.7,19.962,7.941,67.893,918465.0,397236.0,0.0224821381270885,0.149934485554695,,5927.724207582848,2019
Finland,2019-01-01,7.48198598361465,73.7307932747672,303930.0,536.0,26.4216899622401,2.11400508880615,0.144624561071396,100.0,45.6,,40987.1,52762.97326,18.1673609054717,1.02409392963431,,,2.79960989952087,,20.6684788499862,37.0185693201811,1.97287130355835,0.216184705495834,,20.0,,88.5075,89.60738511,,1.35371761625629,268514916972.549,0.835154116153717,0.223971575498581,2.01298141479492,0.15516597032547,1.84047222137451,0.220609843730927,6.41695022583008,7.35499382,15.6,27.7,8.3,9.8,81.9829268292683,5521606.0,803615.0,1.56277894973755,0.122978195548058,1.46698296751276,48629.858228303325,2019
Fragile and conflict affected situations,2019-01-01,36.7564011235943,23.1537720617099,20454370.404,,13.7056181020164,,,55.5003551094614,58.5434246079972,,854476.82,2341110.894472,46.8254722136399,2.37758732789775,,,,,,,,,,,,,30.0507642882862,,1.69153769470915,1838740662563.75,,,,,,,3.54063856601715,1.30715072595128,,,32.8842174663131,9.0469540376853,62.2688995265103,957785553.0,542270560.0,,,,1919.7832508586084,2019
France,2019-01-01,52.2706969320089,31.3567354631573,547557.0,867.0,20.6190327923601,1.24832808971405,0.143416926264763,100.0,15.53,,300561.6,412999.0434,123.070294051578,1.10825492288294,,,2.19179010391235,104.961161125435,24.5146627776513,46.3024611970209,1.33828783035278,0.216184705495834,,33.0,,86.5633333333333,83.33974409,,1.8364614707329,2728870246705.88,0.271274894475937,0.223971575498581,1.37121713161469,0.15516597032547,1.43153774738312,0.220609843730927,5.35443019866943,8.34206104,17.9,31.2,11.2,9.1,82.8268292682927,67388001.0,12999819.0,1.11471974849701,0.121885105967522,1.1692590431065,40494.89829362767,2019
French Polynesia,2019-01-01,13.6848170556036,43.0596369922213,3471.0,,,,,100.0,7.67,,,,86.348890809565,,,,,,,,,,,,,,,,,6022276196.13871,,,,,,,,,,,13.088,3.391,82.996,299717.0,114201.0,,,,20093.208580556693,2019
Gabon,2019-01-01,8.35656459812939,91.3667869755889,257670.0,1831.0,,-0.888111412525177,0.156840115785599,90.3191452026367,89.78,,5274.5,15094.36318,8.70409826522296,2.46456756151187,,,,,11.4795282431197,13.5418676122117,-0.957518041133881,0.211285263299942,,169.0,,28.0545833333333,68.68550299,,1.58168467646335,16874405465.391,-0.0751413851976395,0.234910249710083,-0.755193710327148,0.166355237364769,-0.958428800106049,0.212580502033234,2.8743097782135,1.66962576,,,28.354,6.856,66.603,2242785.0,230087.0,-1.04343354701996,0.123691320419312,,7523.862280776357,2019
"Gambia, The",2019-01-01,62.6482213438735,24.5454545454545,10120.0,836.0,17.3039431014022,-0.40828874707222,0.150864362716675,62.1,47.32,,606.9,2391.425602,247.913339920949,7.11567625631192,20.4680865814816,19.4865,,,,,-0.765243172645569,0.189259499311447,,155.0,,44.23375,28.80487199,,0.769340979399031,1813609692.49994,0.214429125189781,0.240575924515724,-0.407074153423309,0.154377833008766,-0.717234313488007,0.169465124607086,2.65492939949036,1.30072176,,,34.281,6.999,63.755,2508883.0,955107.0,-0.249232843518257,0.125667110085487,,722.8753562840276,2019
Georgia,2019-01-01,34.1430421643402,40.6159159591308,69490.0,1026.0,40.2116454253783,0.716376483440399,0.153544828295708,100.0,24.69,,10549.6,17843.006,65.0855698239966,4.85289821696723,5.34640240504734,3.59169166666667,0.284680008888245,45.1535059311799,23.1173329727924,24.5976592948629,0.766231834888458,0.26050391793251,,7.0,4.5,80.0604166666667,68.84671356,,1.77655401596637,17470436258.5131,-0.498185902833939,0.237725615501404,0.248666971921921,0.151906982064247,1.02652418613434,0.21474377810955,3.86666989326477,2.7172761,,35.9,13.451,12.88,73.47,3720161.0,1523815.0,0.167866066098213,0.124308876693249,2.04200131510189,4696.150585556135,2019
Germany,2019-01-01,47.7002776267209,32.6826755201923,349390.0,700.0,19.2400550754764,1.86536622047424,0.143416926264763,100.0,17.07,,658693.5,751652.422,237.822954291766,1.44565976888253,,,3.16778993606567,,11.4057701109061,28.3802470272962,1.49546587467194,0.216184705495834,,22.0,,87.4979166666667,88.13451691,,1.26215025653133,3889177589254.9,0.548454642295837,0.223971575498581,1.58125305175781,0.15516597032547,1.71493887901306,0.220609843730927,5.11676979064941,9.02511978,17.4,31.7,9.4,11.3,81.2926829268293,83092962.0,18798952.0,1.35365509986877,0.121885105967522,0.749265097821008,46805.13843344398,2019
Ghana,2019-01-01,54.8473863936011,35.0640766458645,227540.0,1187.0,34.2743070305427,-0.108893923461437,0.133335679769516,83.5,42.6,,18039.1,36070.4143,138.535158653424,7.14364003330857,,,,,11.9969957643922,17.5109448878289,-0.290070623159409,0.180285081267357,,118.0,,61.9958333333333,45.00963073,,0.343818434751391,68337974418.3315,0.118470922112465,0.229520440101624,0.0154986614361405,0.140278324484825,-0.185462951660156,0.159450322389603,3.15307116508484,1.38440955,,,28.572,7.143,64.74,31522290.0,13646945.0,0.550957500934601,0.117814749479294,1.81141661979507,2167.925440008689,2019
Greece,2019-01-01,45.5173622963538,30.2699767261443,128900.0,652.0,32.246692939395,0.0140720242634416,0.143416926264763,100.0,18.52,,59990.3,78649.7728,83.1775174553918,0.253007522038157,,,1.27496004104614,212.362314259588,26.1803523188966,47.0663841036474,0.31449168920517,0.216184705495834,,79.0,,85.3608333333333,75.67120669,,2.62239872406513,205252760889.364,0.162369400262833,0.223971575498581,0.15774168074131,0.15516597032547,0.517325818538666,0.220609843730927,3.58606004714966,3.99966383,30.0,33.1,7.8,11.7,81.6390243902439,10721582.0,2209932.0,0.810959219932556,0.122978195548058,0.737656733141517,19143.88761745832,2019
Greenland,2019-01-01,0.592301132902911,0.0005359970763795,410450.0,,,1.11222970485687,0.352954268455505,100.0,10.84,,,,0.136983798270191,,,,,,,,0.786948084831238,0.426100552082062,,,,,,,,2997309971.87623,1.8871865272522,0.354754894971848,1.71052813529968,0.225686147809029,1.3474907875061,0.477580606937408,,,,,15.1,9.8,72.0436585365854,56225.0,7280.0,1.26255750656128,0.267254561185837,,53309.203590506535,2019
Grenada,2019-01-01,23.5294117647059,52.0588235294118,340.0,2350.0,71.9687400967271,0.337976843118668,0.20344865322113,92.9706954956055,10.37,,346.2,2408.607157,360.952941176471,0.598149764735746,4.106838562838,,,,,,-0.108668252825737,0.373587667942047,,146.0,,,69.61219021,,,1213485185.18519,0.937967896461487,0.271763026714325,0.187111258506775,0.267544656991959,-0.293633937835693,0.273904711008072,,2.04134059,,,16.617,8.008,74.863,122724.0,78057.0,0.679247379302979,0.199591174721718,13.0374378175329,9887.92074235838,2019
Guam,2019-01-01,29.6296296296296,51.8518518518518,540.0,,,1.17659223079681,0.407291561365128,100.0,3.53,,,,312.266666666667,,,,,,,,0.217699736356735,0.461858510971069,,,,,,,,6366000000.0,0.883918046951294,0.269838035106659,1.26845979690552,0.491095125675201,0.0615222975611687,0.486127644777298,,,,,16.624,6.304,77.717,168624.0,8669.0,1.16260325908661,0.500275909900665,4.15124774646551,37752.63307714205,2019
Guatemala,2019-01-01,42.7696901829041,33.0291153415453,107160.0,1996.0,9.48553157405638,-0.915391564369202,0.140323683619499,95.4291458129883,62.82,,19017.8,34769.23985,154.946117954461,3.69998398008605,8.85915232499506,,0.0264199990779161,,10.4353913291649,12.9878421878842,-0.726433575153351,0.225115269422531,,96.0,,61.0329166666667,44.40104984,,0.430081218533133,77172317258.6478,-0.577349424362183,0.229520440101624,-1.10003507137299,0.153918474912643,-0.335179150104523,0.196737840771675,3.19297003746033,2.3772223,,,22.858,4.892,73.129,16604026.0,8063081.0,-0.333213925361633,0.122321605682373,25.6454661905273,4647.80754129437,2019
Guinea,2019-01-01,59.5393130392316,25.3499918606544,245720.0,1651.0,7.03332397088449,-0.91590142250061,0.14485065639019,42.2,68.27,,4517.0,28653.67333,52.4073701774377,9.47001039253012,,,,,,,-0.855753898620605,0.180285081267357,,156.0,,45.8754166666667,23.36626025,,1.44513568163751,13442861496.4128,-0.842596650123596,0.234910249710083,-1.23839044570923,0.147636622190475,-0.812190234661102,0.167541787028313,1.85812997817993,0.91611725,,,35.436,9.712,59.72,12877539.0,8177237.0,-0.768409550189972,0.123691320419312,,1043.8998861826626,2019
Guinea-Bissau,2019-01-01,28.9868421052632,70.7130156472262,28120.0,1577.0,14.5872353289772,-1.49794888496399,0.173488572239876,30.9319953918457,86.2,,325.3,2514.69303,70.0731507823613,0.246600268147829,,,,,9.46207435827386,14.6465665244015,-1.5601292848587,0.21844756603241,,174.0,,33.4025,22.92009029,,1.56801327840185,1439638410.99683,-0.561577141284943,0.267579674720764,-1.30305433273315,0.220839858055115,-1.27179884910583,0.18067441880703,,0.53418714,,,32.093,8.206,60.882,1970457.0,1107850.0,-0.481393307447433,0.127164155244827,,730.6114322701942,2019
Guyana,2019-01-01,5.29337058674117,93.5968503937008,196850.0,2387.0,31.9389865955742,-0.142822340130806,0.155055984854698,91.646484375,11.31,,2795.9,5069.396758,4.05767335534671,2.08723089162013,7.30175934817455,8.9419166666667,,,,,-0.39551830291748,0.267434030771255,,134.0,,41.4895833333333,78.63994332,,1.29961278504611,5173760191.84652,-0.254104405641556,0.23479625582695,-0.445426762104034,0.167408287525177,-0.611618995666504,0.210200652480125,,2.93102026,,,20.828,7.444,69.124,798753.0,585574.0,0.25423064827919,0.140485242009163,17.0265401194111,6477.296726079928,2019
Haiti,2019-01-01,64.9492017416546,12.7144412191582,27560.0,1440.0,7.66510888795126,-1.3468052148819,0.153255313634872,45.4395332336426,76.37,,3317.34,10321.15836,404.950580551524,18.7037825672508,-4.74015262382727,,,,,,-2.06706643104553,0.219298988580704,,179.0,,37.51625,32.47362713,,0.0820730320346067,15016090929.5125,-0.887624740600586,0.234910249710083,-0.975454747676849,0.162082627415657,-1.3158164024353,0.196540266275406,1.75941300392151,0.40745706,,,24.304,7.953,64.255,11160438.0,4889165.0,-0.7463658452034,0.130134716629982,,1345.4750547883964,2019
